Year,STATEFP,AGDISTRICT,COUNTYFP,yield,planted,Month,Day,systemID,GEOID,INTPTLAT,INTPTLON,NDVI,doy,date
2006,05,30,111,53,17500,07,28,2006_07_28_000000000000000001f6,05111,35.5688702,-90.6811037,0.778125,208,2006-07-28
2006,08,60,061,20,175600,04,07,2006_04_07_0000000000000000052f,08061,38.387663,-102.7568494,0.3698148376259799,96,2006-04-07
2006,08,60,063,21.5,244500,08,29,2006_08_29_0000000000000000052c,08063,39.3053399,-102.6030226,0.44775066026410576,240,2006-08-29
2006,16,10,009,65.4,31000,06,10,2006_06_10_000000000000000005df,16009,47.2184513,-116.6335414,0.7074374770361301,160,2006-06-10
2006,17,20,037,84,6100,07,28,2006_07_28_000000000000000002de,17037,41.8946125,-88.768991,0.7732915865384615,208,2006-07-28
2006,17,50,075,85,11800,08,13,2006_08_13_000000000000000002f4,17075,40.7488665,-87.833601,0.8457639019056545,224,2006-08-13
2006,17,40,125,58,9000,08,13,2006_08_13_00000000000000000236,17125,40.2369926,-89.9135746,0.8056,224,2006-08-13
2006,18,30,001,70.6,14700,08,13,2006_08_13_00000000000000000328,18001,40.7457327,-84.9361305,0.7917253116735928,224,2006-08-13
2006,18,30,003,75.8,25400,08,13,2006_08_13_0000000000000000032a,18003,41.0918553,-85.0722302,0.775619235322794,224,2006-08-13
2006,18,50,053,75.3,6500,08,13,2006_08_13_0000000000000000031d,18053,40.5157575,-85.6549455,0.830115167930661,224,2006-08-13
2006,18,60,075,67.4,14700,07,28,2006_07_28_00000000000000000327,18075,40.4349719,-85.0033804,0.8156496108949416,208,2006-07-28
2006,18,40,107,69.9,3000,07,28,2006_07_28_0000000000000000030f,18107,40.0402962,-86.8927145,0.8039,208,2006-07-28
2006,18,30,113,65.4,5200,08,13,2006_08_13_0000000000000000032c,18113,41.4046795,-85.4172706,0.8006388788426763,224,2006-08-13
2006,18,40,157,73.7,4800,08,13,2006_08_13_0000000000000000030e,18157,40.3891303,-86.8935554,0.839958163858222,224,2006-08-13
2006,18,20,169,78.9,12000,08,13,2006_08_13_0000000000000000031a,18169,40.8437475,-85.7951915,0.8235026004179244,224,2006-08-13
2006,18,30,183,73.7,10000,08,13,2006_08_13_0000000000000000031b,18183,41.1364261,-85.5018918,0.8185003327787022,224,2006-08-13
2006,20,50,009,33,172700,05,09,2006_05_09_00000000000000000945,20009,38.4812394,-98.7678374,0.5462581850502339,128,2006-05-09
2006,20,50,041,44,151000,05,09,2006_05_09_000000000000000009b2,20041,38.8677353,-97.1579434,0.6350658877711133,128,2006-05-09
2006,20,30,057,31,184500,08,29,2006_08_29_00000000000000000958,20057,37.6884159,-99.8847484,0.46772122957020074,240,2006-08-29
2006,20,80,061,47,13900,08,29,2006_08_29_000000000000000009b0,20061,39.002156,-96.7680375,0.6434316231699555,240,2006-08-29
2006,20,60,077,24,256200,04,23,2006_04_23_00000000000000000951,20077,37.188184,-98.06659,0.525709530168394,112,2006-04-23
2006,20,60,079,43,125300,05,09,2006_05_09_000000000000000009ac,20079,38.0501436,-97.4367065,0.5856893234932347,128,2006-05-09
2006,20,40,089,49,135900,05,09,2006_05_09_0000000000000000091a,20089,39.7770098,-98.2225842,0.6076103501842924,128,2006-05-09
2006,20,60,095,30,210500,04,23,2006_04_23_0000000000000000094f,20095,37.5529509,-98.1445285,0.542098067117869,112,2006-04-23
2006,20,50,113,45,223800,05,09,2006_05_09_00000000000000000947,20113,38.395812,-97.6474893,0.6366793610460533,128,2006-05-09
2006,20,50,115,42,133200,05,09,2006_05_09_000000000000000009ad,20115,38.3596474,-97.1027707,0.6077437080210528,128,2006-05-09
2006,20,40,123,45,190900,04,23,2006_04_23_00000000000000000941,20123,39.3930256,-98.2073621,0.62514239790745,112,2006-04-23
2006,20,80,127,40,32300,05,09,2006_05_09_000000000000000009ae,20127,38.688204,-96.6514482,0.6087171794524261,128,2006-05-09
2006,20,30,129,26,72700,08,29,2006_08_29_0000000000000000051c,20129,37.1852495,-101.8095163,0.45319421283249395,240,2006-08-29
2006,20,40,143,40,121500,05,09,2006_05_09_00000000000000000943,20143,39.1379632,-97.6548025,0.6631898966762284,128,2006-05-09
2006,20,60,145,26,146100,04,23,2006_04_23_0000000000000000093c,20145,38.1814768,-99.2347717,0.5164324893314368,112,2006-04-23
2006,20,40,147,32,110500,05,09,2006_05_09_0000000000000000091f,20147,39.7845058,-99.3421498,0.5177123085224709,128,2006-05-09
2006,20,60,155,35,253900,04,23,2006_04_23_0000000000000000094d,20155,37.9481849,-98.0783463,0.5522710229173237,112,2006-04-23
2006,20,40,157,46,98500,08,29,2006_08_29_00000000000000000919,20157,39.8289103,-97.6509213,0.6026709135131268,240,2006-08-29
2006,20,50,169,44,147300,05,09,2006_05_09_00000000000000000946,20169,38.7863268,-97.6501534,0.6372591074560875,128,2006-05-09
2006,20,60,173,38,198300,04,23,2006_04_23_0000000000000000094e,20173,37.681045,-97.4610535,0.5736104052779535,112,2006-04-23
2006,20,10,181,22,193500,04,23,2006_04_23_0000000000000000052b,20181,39.3513521,-101.719859,0.44090934439855584,112,2006-04-23
2006,20,40,183,45,151600,05,09,2006_05_09_0000000000000000091e,20183,39.7846603,-98.7854295,0.5699153211800498,128,2006-05-09
2006,20,60,191,35,381200,04,23,2006_04_23_00000000000000000952,20191,37.2366617,-97.4933519,0.5725348832020802,112,2006-04-23
2006,26,80,059,63,16400,07,28,2006_07_28_00000000000000000101,26059,41.8644753,-84.6424093,0.774,208,2006-07-28
2006,26,90,091,76,38500,08,13,2006_08_13_00000000000000000100,26091,41.8961086,-84.0743496,0.7665343012704174,224,2006-08-13
2006,26,90,115,77,27200,07,28,2006_07_28_000000000000000000fa,26115,41.916097,-83.4871059,0.7958,208,2006-07-28
2006,31,10,013,42.8,111000,05,09,2006_05_09_000000000000000008a3,31013,42.2103804,-103.0817795,0.4076701752219048,128,2006-05-09
2006,31,70,029,40.9,47000,08,13,2006_08_13_0000000000000000088e,31029,40.5303903,-101.6941918,0.5251386844193633,224,2006-08-13
2006,31,10,049,27.1,91000,04,23,2006_04_23_0000000000000000088a,31049,41.1119026,-102.332609,0.4241629278672585,112,2006-04-23
2006,31,70,057,35.1,43000,08,13,2006_08_13_0000000000000000088d,31057,40.180165,-101.6811327,0.4794261941899005,224,2006-08-13
2006,31,80,065,32.5,72000,08,29,2006_08_29_00000000000000000934,31065,40.191865,-99.9096631,0.5215533449886633,240,2006-08-29
2006,31,90,067,48.4,35000,08,29,2006_08_29_00000000000000000912,31067,40.2552337,-96.6834528,0.7224057328990229,240,2006-08-29
2006,31,70,087,26.6,72000,08,29,2006_08_29_00000000000000000893,31087,40.1768964,-101.044217,0.44277563758251665,240,2006-08-29
2006,31,90,095,53.7,26000,08,29,2006_08_29_00000000000000000914,31095,40.1757356,-97.1431027,0.697346872905388,240,2006-08-29
2006,31,90,097,47,5600,08,13,2006_08_13_00000000000000000904,31097,40.3950099,-96.2653668,0.7079978779840848,224,2006-08-13
2006,31,70,101,34.4,44000,07,12,2006_07_12_0000000000000000089a,31101,41.1942448,-101.6444493,0.4304393998364679,192,2006-07-12
2006,31,10,105,21.2,108000,08,13,2006_08_13_00000000000000000885,31105,41.1992736,-103.7031528,0.3421856335334431,224,2006-08-13
2006,31,10,123,35.9,24000,05,09,2006_05_09_00000000000000000886,31123,41.7322039,-102.9905936,0.3956825041767217,128,2006-05-09
2006,31,90,133,44,12000,08,29,2006_08_29_00000000000000000910,31133,40.1378496,-96.2452254,0.7297397303287773,240,2006-08-29
2006,31,70,135,32.1,108000,08,13,2006_08_13_0000000000000000088f,31135,40.8576462,-101.6274676,0.45202521325799605,224,2006-08-13
2006,31,90,151,40.8,18000,07,12,2006_07_12_00000000000000000915,31151,40.5168024,-97.131755,0.7333552290035397,192,2006-07-12
2006,31,10,161,32.7,51000,05,25,2006_05_25_000000000000000008a2,31161,42.5122888,-102.3682795,0.4706494644318707,144,2006-05-25
2006,39,10,003,67.4,21100,08,13,2006_08_13_00000000000000000107,39003,40.7716274,-84.1061032,0.791385434558571,224,2006-08-13
2006,39,40,011,69,25200,08,13,2006_08_13_00000000000000000106,39011,40.561309,-84.2240177,0.776792290434428,224,2006-08-13
2006,39,20,033,66.2,26300,07,28,2006_07_28_000000000000000000ef,39033,40.8485244,-82.9247827,0.7878533092736997,208,2006-07-28
2006,39,40,037,71.1,22100,07,28,2006_07_28_0000000000000000010c,39037,40.1315416,-84.6212483,0.7985865067290814,208,2006-07-28
2006,39,10,039,63.3,27300,07,28,2006_07_28_000000000000000000fe,39039,41.3216789,-84.4864334,0.7349861994253685,208,2006-07-28
2006,39,50,045,71.5,13600,08,13,2006_08_13_000000000000000000e4,39045,39.7526204,-82.6273294,0.7875471268163805,224,2006-08-13
2006,39,10,063,66.6,43800,07,28,2006_07_28_000000000000000000f2,39063,41.0004711,-83.6660335,0.7699405402772814,208,2006-07-28
2006,39,10,069,77.5,39000,07,28,2006_07_28_000000000000000000fc,39069,41.3315843,-84.0688996,0.7406717691579944,208,2006-07-28
2006,39,20,077,66.5,25800,08,13,2006_08_13_000000000000000000f4,39077,41.1450798,-82.594641,0.7695624074189331,224,2006-08-13
2006,39,50,097,77,12300,08,13,2006_08_13_000000000000000000ea,39097,39.8966074,-83.4008847,0.8254728508384822,224,2006-08-13
